Study Name	Tungsten_Calibration
1.420000E-8	3.817139E-2
1.425000E-8	3.936017E-2
1.430000E-8	4.090354E-2
1.435000E-8	4.266274E-2
1.440000E-8	4.449902E-2
1.445000E-8	4.625137E-2
1.450000E-8	4.778104E-2
1.455000E-8	4.898867E-2
1.460000E-8	4.978005E-2
1.465000E-8	5.007468E-2
1.470000E-8	4.987426E-2
1.475000E-8	4.917538E-2
1.480000E-8	4.788553E-2
1.485000E-8	4.608693E-2
1.490000E-8	4.393204E-2
1.495000E-8	4.146368E-2
1.500000E-8	3.875550E-2
1.505000E-8	3.601478E-2
1.510000E-8	3.334772E-2
1.515000E-8	3.072519E-2
1.520000E-8	2.829966E-2
1.525000E-8	2.629722E-2
1.530000E-8	2.476241E-2
1.535000E-8	2.367983E-2
1.540000E-8	2.305289E-2
1.545000E-8	2.294326E-2
1.550000E-8	2.333381E-2
1.555000E-8	2.415432E-2
1.560000E-8	2.534824E-2
1.565000E-8	2.689504E-2
1.570000E-8	2.871933E-2
1.575000E-8	3.065667E-2
1.580000E-8	3.257175E-2
1.585000E-8	3.437206E-2
1.590000E-8	3.588460E-2
1.595000E-8	3.692607E-2
1.600000E-8	3.749477E-2
1.605000E-8	3.757871E-2
1.610000E-8	3.703741E-2
1.615000E-8	3.586062E-2
1.620000E-8	3.418364E-2
1.625000E-8	3.205958E-2
1.630000E-8	2.951585E-2
1.635000E-8	2.672203E-2
1.640000E-8	2.388881E-2
1.645000E-8	2.109670E-2
1.650000E-8	1.853584E-2
1.655000E-8	1.642549E-2
1.660000E-8	1.482045E-2
1.665000E-8	1.371389E-2
1.670000E-8	1.320857E-2
1.675000E-8	1.333019E-2
1.680000E-8	1.397083E-2
1.685000E-8	1.513050E-2
1.690000E-8	1.676294E-2
1.695000E-8	1.867459E-2
1.700000E-8	2.075240E-2
1.705000E-8	2.296210E-2
1.710000E-8	2.514954E-2
1.715000E-8	2.712286E-2
1.720000E-8	2.879812E-2
1.725000E-8	3.009483E-2
1.730000E-8	3.093589E-2
1.735000E-8	3.131445E-2
1.740000E-8	3.118255E-2
1.745000E-8	3.045455E-2
1.750000E-8	2.917669E-2
1.755000E-8	2.744661E-2
1.760000E-8	2.529514E-2
1.765000E-8	2.278910E-2
1.770000E-8	2.011689E-2
1.775000E-8	1.739502E-2
1.780000E-8	1.477763E-2
1.785000E-8	1.245658E-2
1.790000E-8	1.052095E-2
1.795000E-8	9.001560E-3
1.800000E-8	8.030318E-3
1.805000E-8	7.728838E-3
1.810000E-8	8.004623E-3
1.815000E-8	8.797719E-3
1.820000E-8	1.013039E-2
1.825000E-8	1.193242E-2
1.830000E-8	1.403935E-2
1.835000E-8	1.635183E-2
1.840000E-8	1.877394E-2
1.845000E-8	2.113610E-2
1.850000E-8	2.327386E-2
1.855000E-8	2.504162E-2
1.860000E-8	2.632120E-2
1.865000E-8	2.707147E-2
1.870000E-8	2.725304E-2
1.875000E-8	2.679055E-2
1.880000E-8	2.571653E-2
1.885000E-8	2.412862E-2
1.890000E-8	2.205081E-2
1.895000E-8	1.954648E-2
1.900000E-8	1.682460E-2
1.905000E-8	1.406504E-2
1.910000E-8	1.134145E-2
1.915000E-8	8.828552E-3
1.920000E-8	6.747318E-3
1.925000E-8	5.157700E-3
1.930000E-8	4.035718E-3
1.935000E-8	3.475583E-3
1.940000E-8	3.561231E-3
1.945000E-8	4.246411E-3
1.950000E-8	5.454041E-3
1.955000E-8	7.148148E-3
1.960000E-8	9.217392E-3
1.965000E-8	1.150761E-2
1.970000E-8	1.389032E-2
1.975000E-8	1.624734E-2
1.980000E-8	1.843992E-2
1.985000E-8	2.036698E-2
1.990000E-8	2.191892E-2
1.995000E-8	2.294840E-2
2.000000E-8	2.335951E-2
2.005000E-8	2.315395E-2
2.010000E-8	2.235058E-2
2.015000E-8	2.095966E-2
2.020000E-8	1.907199E-2
2.025000E-8	1.681433E-2
2.030000E-8	1.428944E-2
2.035000E-8	1.161895E-2
2.040000E-8	8.934755E-3
2.045000E-8	6.349914E-3
2.050000E-8	3.991181E-3
2.055000E-8	2.024715E-3
2.060000E-8	6.149568E-4
2.065000E-8	-1.969815E-4
2.070000E-8	-4.076744E-4
2.075000E-8	-6.844094E-6
2.080000E-8	9.832410E-4
2.085000E-8	2.492350E-3
2.090000E-8	4.424558E-3
2.095000E-8	6.649680E-3
2.100000E-8	9.039245E-3
2.105000E-8	1.146307E-2
2.110000E-8	1.380981E-2
2.115000E-8	1.592702E-2
2.120000E-8	1.764168E-2
2.125000E-8	1.884760E-2
2.130000E-8	1.947796E-2
2.135000E-8	1.951565E-2
2.140000E-8	1.894695E-2
2.145000E-8	1.781469E-2
2.150000E-8	1.620623E-2
2.155000E-8	1.420036E-2
2.160000E-8	1.191186E-2
2.165000E-8	9.464057E-3
2.170000E-8	6.968289E-3
2.175000E-8	4.551316E-3
2.180000E-8	2.343323E-3
2.185000E-8	4.179675E-4
2.190000E-8	-1.121975E-3
2.195000E-8	-2.182291E-3
2.200000E-8	-2.685898E-3
2.205000E-8	-2.596825E-3
2.210000E-8	-1.925348E-3
2.215000E-8	-7.416997E-4
2.220000E-8	8.547698E-4
2.225000E-8	2.817811E-3
2.230000E-8	5.082331E-3
2.235000E-8	7.478748E-3
2.240000E-8	9.818637E-3
2.245000E-8	1.198209E-2
2.250000E-8	1.384750E-2
2.255000E-8	1.530864E-2
2.260000E-8	1.629530E-2
2.265000E-8	1.674409E-2
2.270000E-8	1.657794E-2
2.275000E-8	1.581739E-2
2.280000E-8	1.454638E-2
2.285000E-8	1.277348E-2
2.290000E-8	1.053636E-2
2.295000E-8	8.009762E-3
2.300000E-8	5.375245E-3
2.305000E-8	2.732163E-3
2.310000E-8	2.449596E-4
2.315000E-8	-1.894515E-3
2.320000E-8	-3.574919E-3
2.325000E-8	-4.746577E-3
2.330000E-8	-5.334119E-3
2.335000E-8	-5.281017E-3
2.340000E-8	-4.580421E-3
2.345000E-8	-3.302560E-3
2.350000E-8	-1.548499E-3
2.355000E-8	5.704201E-4
2.360000E-8	2.968550E-3
2.365000E-8	5.472883E-3
2.370000E-8	7.877865E-3
2.375000E-8	1.008243E-2
2.380000E-8	1.206603E-2
2.385000E-8	1.369504E-2
2.390000E-8	1.479647E-2
2.395000E-8	1.532406E-2
2.400000E-8	1.528980E-2
2.405000E-8	1.465258E-2
2.410000E-8	1.341241E-2
2.415000E-8	1.168918E-2
2.420000E-8	9.577111E-3
2.425000E-8	7.156713E-3
2.430000E-8	4.554742E-3
2.435000E-8	1.928789E-3
2.440000E-8	-5.806824E-4
2.445000E-8	-2.864045E-3
2.450000E-8	-4.767132E-3
2.455000E-8	-6.159761E-3
2.460000E-8	-6.980264E-3
2.465000E-8	-7.163549E-3
2.470000E-8	-6.697627E-3
2.475000E-8	-5.604765E-3
2.480000E-8	-3.932926E-3
2.485000E-8	-1.790025E-3
2.490000E-8	6.543546E-4
2.495000E-8	3.216928E-3
2.500000E-8	5.770936E-3
2.505000E-8	8.213603E-3
2.510000E-8	1.044558E-2
2.515000E-8	1.231612E-2
2.520000E-8	1.368477E-2
2.525000E-8	1.446587E-2
2.530000E-8	1.465430E-2
2.535000E-8	1.427059E-2
2.540000E-8	1.329593E-2
2.545000E-8	1.178339E-2
2.550000E-8	9.849471E-3
2.555000E-8	7.586663E-3
2.560000E-8	5.097747E-3
2.565000E-8	2.552303E-3
2.570000E-8	7.366456E-5
2.575000E-8	-2.242244E-3
2.580000E-8	-4.229266E-3
2.585000E-8	-5.710968E-3
2.590000E-8	-6.594850E-3
2.595000E-8	-6.874061E-3
2.600000E-8	-6.545174E-3
2.605000E-8	-5.608191E-3
2.610000E-8	-4.143618E-3
2.615000E-8	-2.290207E-3
2.620000E-8	-1.541578E-4
2.625000E-8	2.172028E-3
2.630000E-8	4.559881E-3
2.635000E-8	6.844956E-3
2.640000E-8	8.938181E-3
2.645000E-8	1.074534E-2
2.650000E-8	1.214482E-2
2.655000E-8	1.304070E-2
2.660000E-8	1.337643E-2
2.665000E-8	1.314176E-2
2.670000E-8	1.237436E-2
2.675000E-8	1.113761E-2
2.680000E-8	9.464057E-3
2.685000E-8	7.463331E-3
2.690000E-8	5.284459E-3
2.695000E-8	3.016513E-3
2.700000E-8	7.348633E-4
2.705000E-8	-1.397760E-3
2.710000E-8	-3.261449E-3
2.715000E-8	-4.809956E-3
2.720000E-8	-5.942216E-3
2.725000E-8	-6.546887E-3
2.730000E-8	-6.598276E-3
2.735000E-8	-6.094669E-3
2.740000E-8	-5.054908E-3
2.745000E-8	-3.574919E-3
2.750000E-8	-1.767757E-3
2.755000E-8	3.049128E-4
2.760000E-8	2.571146E-3
2.765000E-8	4.907610E-3
2.770000E-8	7.170417E-3
2.775000E-8	9.246512E-3
2.780000E-8	1.100571E-2
2.785000E-8	1.232640E-2
2.790000E-8	1.313148E-2
2.795000E-8	1.337986E-2
2.800000E-8	1.308009E-2
2.805000E-8	1.224589E-2
2.810000E-8	1.092520E-2
2.815000E-8	9.188272E-3
2.820000E-8	7.146435E-3
2.825000E-8	4.924739E-3
2.830000E-8	2.625960E-3
2.835000E-8	3.665790E-4
2.840000E-8	-1.730072E-3
2.845000E-8	-3.554364E-3
2.850000E-8	-4.996668E-3
2.855000E-8	-5.947355E-3
2.860000E-8	-6.343046E-3
2.865000E-8	-6.163187E-3
2.870000E-8	-5.445461E-3
2.875000E-8	-4.230979E-3
2.880000E-8	-2.574556E-3
2.885000E-8	-5.875342E-4
2.890000E-8	1.562218E-3
2.895000E-8	3.756507E-3
2.900000E-8	5.933667E-3
2.905000E-8	7.980642E-3
2.910000E-8	9.724425E-3
2.915000E-8	1.105881E-2
2.920000E-8	1.197010E-2
2.925000E-8	1.241376E-2
2.930000E-8	1.230413E-2
2.935000E-8	1.167376E-2
2.940000E-8	1.057747E-2
2.945000E-8	9.066652E-3
2.950000E-8	7.252638E-3
2.955000E-8	5.298162E-3
2.960000E-8	3.270029E-3
2.965000E-8	1.214489E-3
2.970000E-8	-7.074407E-4
2.975000E-8	-2.358725E-3
2.980000E-8	-3.703390E-3
2.985000E-8	-4.702040E-3
2.990000E-8	-5.257036E-3
2.995000E-8	-5.313563E-3
3.000000E-8	-4.851067E-3
3.005000E-8	-3.864408E-3
3.010000E-8	-2.406687E-3
3.015000E-8	-5.755435E-4
3.020000E-8	1.522820E-3
3.025000E-8	3.775350E-3
3.030000E-8	6.041583E-3
3.035000E-8	8.172492E-3
3.040000E-8	1.002077E-2
3.045000E-8	1.149562E-2
3.050000E-8	1.253880E-2
3.055000E-8	1.308009E-2
3.060000E-8	1.303898E-2
3.065000E-8	1.242232E-2
3.070000E-8	1.128664E-2
3.075000E-8	9.688453E-3
3.080000E-8	7.708283E-3
3.085000E-8	5.469457E-3
3.090000E-8	3.129567E-3
3.095000E-8	8.273626E-4
3.100000E-8	-1.305260E-3
3.105000E-8	-3.175802E-3
3.110000E-8	-4.693475E-3
3.115000E-8	-5.806893E-3
3.120000E-8	-6.450962E-3
3.125000E-8	-6.586285E-3
3.130000E-8	-6.235130E-3
3.135000E-8	-5.400924E-3
3.140000E-8	-4.097369E-3
3.145000E-8	-2.427243E-3
3.150000E-8	-5.292939E-4
3.155000E-8	1.483422E-3
3.160000E-8	3.530398E-3
3.165000E-8	5.508855E-3
3.170000E-8	7.278332E-3
3.175000E-8	8.706933E-3
3.180000E-8	9.729564E-3
3.185000E-8	1.031882E-2
3.190000E-8	1.045585E-2
3.195000E-8	1.010127E-2
3.200000E-8	9.280771E-3
3.205000E-8	8.086845E-3
3.210000E-8	6.593152E-3
3.215000E-8	4.873351E-3
3.220000E-8	3.031929E-3
3.225000E-8	1.187082E-3
3.230000E-8	-5.635529E-4
3.235000E-8	-2.168587E-3
3.240000E-8	-3.556077E-3
3.245000E-8	-4.643800E-3
3.250000E-8	-5.382081E-3
3.255000E-8	-5.724671E-3
3.260000E-8	-5.630459E-3
3.265000E-8	-5.090880E-3
3.270000E-8	-4.148757E-3
3.275000E-8	-2.852054E-3
3.280000E-8	-1.235029E-3
3.285000E-8	5.875496E-4
3.290000E-8	2.475221E-3
3.295000E-8	4.354327E-3
3.300000E-8	6.139221E-3
3.305000E-8	7.629487E-3
3.310000E-8	8.720636E-3
3.315000E-8	9.421233E-3
3.320000E-8	9.739842E-3
3.325000E-8	9.628500E-3
3.330000E-8	9.104337E-3
3.335000E-8	8.182770E-3
3.340000E-8	6.886067E-3
3.345000E-8	5.301588E-3
3.350000E-8	3.526972E-3
3.355000E-8	1.654717E-3
3.360000E-8	-1.935556E-4
3.365000E-8	-1.908219E-3
3.370000E-8	-3.425892E-3
3.375000E-8	-4.643800E-3
3.380000E-8	-5.454025E-3
3.385000E-8	-5.849717E-3
3.390000E-8	-5.832587E-3
3.395000E-8	-5.359813E-3
3.400000E-8	-4.467366E-3
3.405000E-8	-3.254597E-3
3.410000E-8	-1.779747E-3
3.415000E-8	-1.198988E-4
3.420000E-8	1.605042E-3
3.425000E-8	3.288872E-3
3.430000E-8	4.868212E-3
3.435000E-8	6.267692E-3
3.440000E-8	7.405091E-3
3.445000E-8	8.222168E-3
3.450000E-8	8.694942E-3
3.455000E-8	8.807997E-3
3.460000E-8	8.542490E-3
3.465000E-8	7.860735E-3
3.470000E-8	6.788429E-3
3.475000E-8	5.438624E-3
3.480000E-8	3.896969E-3
3.485000E-8	2.180593E-3
3.490000E-8	3.700049E-4
3.495000E-8	-1.396047E-3
3.500000E-8	-3.045617E-3
3.505000E-8	-4.506764E-3
3.510000E-8	-5.644163E-3
3.515000E-8	-6.356750E-3
3.520000E-8	-6.620544E-3
3.525000E-8	-6.408138E-3
3.530000E-8	-5.692125E-3
3.535000E-8	-4.518755E-3
3.540000E-8	-2.959970E-3
3.545000E-8	-1.103132E-3
3.550000E-8	9.078712E-4
3.555000E-8	2.913736E-3
3.560000E-8	4.825388E-3
3.565000E-8	6.558893E-3
3.570000E-8	8.013188E-3
3.575000E-8	9.119754E-3
3.580000E-8	9.811786E-3
3.585000E-8	1.000021E-2
3.590000E-8	9.654194E-3
3.595000E-8	8.831978E-3
3.600000E-8	7.619210E-3
3.605000E-8	6.118665E-3
3.610000E-8	4.441687E-3
3.615000E-8	2.679062E-3
3.620000E-8	9.044453E-4
3.625000E-8	-7.948011E-4
3.630000E-8	-2.333030E-3
3.635000E-8	-3.636585E-3
3.640000E-8	-4.628383E-3
3.645000E-8	-5.298147E-3
3.650000E-8	-5.647589E-3
3.655000E-8	-5.589348E-3
3.660000E-8	-5.084028E-3
3.665000E-8	-4.198433E-3
3.670000E-8	-3.006220E-3
3.675000E-8	-1.551925E-3
3.680000E-8	5.139621E-5
3.685000E-8	1.688976E-3
3.690000E-8	3.312853E-3
3.695000E-8	4.864786E-3
3.700000E-8	6.218016E-3
3.705000E-8	7.298888E-3
3.710000E-8	8.071428E-3
3.715000E-8	8.477398E-3
3.720000E-8	8.513369E-3
3.725000E-8	8.160502E-3
3.730000E-8	7.413656E-3
3.735000E-8	6.341349E-3
3.740000E-8	5.054923E-3
3.745000E-8	3.598916E-3
3.750000E-8	2.012724E-3
3.755000E-8	4.162546E-4
3.760000E-8	-1.080864E-3
3.765000E-8	-2.434094E-3
3.770000E-8	-3.549225E-3
3.775000E-8	-4.318339E-3
3.780000E-8	-4.724309E-3
3.785000E-8	-4.782549E-3
3.790000E-8	-4.506764E-3
3.795000E-8	-3.919222E-3
3.800000E-8	-3.049043E-3
3.805000E-8	-1.901367E-3
3.810000E-8	-5.412845E-4
3.815000E-8	9.421302E-4
3.820000E-8	2.490637E-3
3.825000E-8	4.032292E-3
3.830000E-8	5.436911E-3
3.835000E-8	6.629124E-3
3.840000E-8	7.612358E-3
3.845000E-8	8.300964E-3
3.850000E-8	8.568184E-3
3.855000E-8	8.422583E-3
3.860000E-8	7.936105E-3
3.865000E-8	7.115602E-3
3.870000E-8	5.981629E-3
3.875000E-8	4.624973E-3
3.880000E-8	3.129567E-3
3.885000E-8	1.560505E-3
3.890000E-8	2.570196E-5
3.895000E-8	-1.356649E-3
3.900000E-8	-2.536871E-3
3.905000E-8	-3.422466E-3
3.910000E-8	-3.944916E-3
3.915000E-8	-4.093943E-3
3.920000E-8	-3.884963E-3
3.925000E-8	-3.345384E-3
3.930000E-8	-2.490622E-3
3.935000E-8	-1.375491E-3
3.940000E-8	-7.022325E-5
3.945000E-8	1.361803E-3
3.950000E-8	2.846931E-3
3.955000E-8	4.287522E-3
3.960000E-8	5.603067E-3
3.965000E-8	6.759309E-3
3.970000E-8	7.733977E-3
3.975000E-8	8.407167E-3
3.980000E-8	8.698368E-3
3.985000E-8	8.626424E-3
3.990000E-8	8.208464E-3
3.995000E-8	7.437637E-3
4.000000E-8	6.379034E-3
4.005000E-8	5.104599E-3
4.010000E-8	3.652017E-3
4.015000E-8	2.065825E-3
4.020000E-8	4.265323E-4
4.025000E-8	-1.140817E-3
4.030000E-8	-2.494048E-3
4.035000E-8	-3.571493E-3
4.040000E-8	-4.383431E-3
4.045000E-8	-4.866483E-3
4.050000E-8	-4.929863E-3
4.055000E-8	-4.585560E-3
4.060000E-8	-3.902093E-3
4.065000E-8	-2.898304E-3
4.070000E-8	-1.620443E-3
4.075000E-8	-1.627225E-4
4.080000E-8	1.368655E-3
4.085000E-8	2.862347E-3
4.090000E-8	4.242985E-3
4.095000E-8	5.503716E-3
4.100000E-8	6.617134E-3
4.105000E-8	7.425646E-3
4.110000E-8	7.862448E-3
4.115000E-8	7.953235E-3
4.120000E-8	7.691153E-3
4.125000E-8	7.052223E-3
4.130000E-8	6.110101E-3
4.135000E-8	4.970989E-3
4.140000E-8	3.646878E-3
4.145000E-8	2.177167E-3
4.150000E-8	6.612064E-4
4.155000E-8	-7.930882E-4
4.160000E-8	-2.091504E-3
4.165000E-8	-3.141543E-3
4.170000E-8	-3.927787E-3
4.175000E-8	-4.438246E-3
4.180000E-8	-4.594124E-3
4.185000E-8	-4.380006E-3
4.190000E-8	-3.860982E-3
4.195000E-8	-3.078164E-3
4.200000E-8	-2.034977E-3
4.205000E-8	-7.965141E-4
4.210000E-8	5.669942E-4
4.215000E-8	2.007585E-3
4.220000E-8	3.424195E-3
4.225000E-8	4.739741E-3
4.230000E-8	5.895982E-3
4.235000E-8	6.793568E-3
4.240000E-8	7.353702E-3
4.245000E-8	7.595228E-3
4.250000E-8	7.487312E-3
4.255000E-8	7.011112E-3
4.260000E-8	6.250562E-3
