Study Name	Tungsten_Calibration
Sample Name	2024-04-25
Run Name	spot00
Operator	Angus
Date	4/25/2024
Time	11:07
Sign	NEG
Grating Spacing	03.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	2
dt	50.000001E-12
time stamp (ms)	11:08:54 AM
	
Time	Amplitude
1.600000E-8	-2.618415E-2
1.605000E-8	-2.508101E-2
1.610000E-8	-2.371065E-2
1.615000E-8	-2.211076E-2
1.620000E-8	-2.032415E-2
1.625000E-8	-1.841592E-2
1.630000E-8	-1.651283E-2
1.635000E-8	-1.472451E-2
1.640000E-8	-1.312119E-2
1.645000E-8	-1.180736E-2
1.650000E-8	-1.087380E-2
1.655000E-8	-1.034621E-2
1.660000E-8	-1.023316E-2
1.665000E-8	-1.053293E-2
1.670000E-8	-1.124037E-2
1.675000E-8	-1.232981E-2
1.680000E-8	-1.375156E-2
1.685000E-8	-1.537886E-2
1.690000E-8	-1.708496E-2
1.695000E-8	-1.880647E-2
1.700000E-8	-2.044577E-2
1.705000E-8	-2.187951E-2
1.710000E-8	-2.303575E-2
1.715000E-8	-2.385625E-2
1.720000E-8	-2.425708E-2
1.725000E-8	-2.419713E-2
1.730000E-8	-2.369010E-2
1.735000E-8	-2.276682E-2
1.740000E-8	-2.147011E-2
1.745000E-8	-1.988563E-2
1.750000E-8	-1.806305E-2
1.755000E-8	-1.606404E-2
1.760000E-8	-1.400679E-2
1.765000E-8	-1.201120E-2
1.770000E-8	-1.018348E-2
1.775000E-8	-8.640116E-3
1.780000E-8	-7.489014E-3
1.785000E-8	-6.749019E-3
1.790000E-8	-6.481799E-3
1.795000E-8	-6.754158E-3
1.800000E-8	-7.492440E-3
1.805000E-8	-8.581876E-3
1.810000E-8	-1.001219E-2
1.815000E-8	-1.174912E-2
1.820000E-8	-1.361966E-2
1.825000E-8	-1.547650E-2
1.830000E-8	-1.724769E-2
1.835000E-8	-1.881504E-2
1.840000E-8	-2.006549E-2
1.845000E-8	-2.095794E-2
1.850000E-8	-2.146326E-2
1.855000E-8	-2.154719E-2
1.860000E-8	-2.121317E-2
1.865000E-8	-2.045262E-2
1.870000E-8	-1.926555E-2
1.875000E-8	-1.774273E-2
1.880000E-8	-1.597497E-2
